Provincias,Partido,Localidad,ADSL,DIALUP,FIBRAOPTICA,4G,TELEFONIAFIJA,SATELITAL
CORDOBA,,Toro Pujio,SI,,--,SI,,--
CORDOBA,,,SI,--,,SI,SI,--
,San Justo,Trinchera,--,--,--,--,--,--
CORDOBA,San Justo,Villa Concepción del Tío,,--,--,,SI,
CORDOBA,,,--,,,--,,--
CORDOBA,,Villa San Esteban,--,,--,--,,--
CORDOBA,,,SI,,,SI,,
CORDOBA,Santa María,,SI,--,,--,SI,--
,Santa María,Barrio Gilbert,,--,--,,--,--
CORDOBA,Santa María,Barrio Las Quintas,,--,--,,--,--
CORDOBA,Santa María,Barrio Villa del Parque,,--,--,,--,--
,Santa María,Bouwer,--,--,--,SI,SI,
CORDOBA,,,--,,,--,--,--
CORDOBA,,Caseros Centro,--,,--,SI,,--
,Santa María,Causana,--,--,--,--,--,
,Santa María,Costa Azul,,--,--,,--,--
CORDOBA,Río Primero,,SI,--,,SI,SI,--
CORDOBA,,,--,,,--,,--
CORDOBA,Río Primero,Pueblo Comechingones,,--,--,,SI,
,Río Primero,Río Primero,,--,SI,,SI,
,Río Primero,Sagrada Familia,--,--,--,--,--,--
,Río Primero,Santa Rosa de Río Primero,,--,SI,,SI,--
CORDOBA,,Villa Fontana,--,,SI,SI,,--
CORDOBA,Río Seco,,--,--,,SI,,
,Río Seco,Chañar Viejo,,--,--,,--,--
,Río Seco,Eufrasio Loza,--,--,--,--,--,--
,Río Seco,Gütemberg,,--,--,--,--,
CORDOBA,Río Seco,La Rinconada,,--,--,,--,--
CORDOBA,,Los Hoyos,--,,--,SI,,--
CORDOBA,Río Seco,,--,--,,--,--,--
CORDOBA,,,--,,,--,,
CORDOBA,,San Pedro de Gütemberg,--,,--,--,,
,Río Seco,Santa Elena,,--,--,,--,--
,Río Seco,Sebastián Elcano,--,--,SI,SI,SI,--
CORDOBA,,Villa Candelaria,--,,--,--,,
CORDOBA,San Justo,,SI,--,,SI,,SI
CORDOBA,San Justo,Balnearia,,--,--,,SI,--
,San Justo,Brinkmann,SI,--,SI,SI,SI,--
CORDOBA,San Justo,,--,--,,--,--,
CORDOBA,,,--,,--,--,,--
CORDOBA,,Colonia Iturraspe,--,,--,--,,--
CORDOBA,,,--,,,--,,--
,San Justo,Colonia Marina,--,--,SI,SI,SI,SI
,San Justo,Colonia Prosperidad,,--,--,,SI,
CORDOBA,San Justo,,--,,,SI,SI,--
CORDOBA,,Colonia San Pedro,--,,--,--,,--
CORDOBA,San Justo,,--,--,,--,--,--
CORDOBA,,Colonia Valtelina,--,,,--,,
CORDOBA,San Justo,Colonia Vignaud,,--,SI,,SI,--
,Calamuchita,Lutti,--,--,--,--,--,--
,Calamuchita,Monte Ralo,--,--,--,--,--,
,Calamuchita,Parque Calmayo,,--,--,,--,--
CORDOBA,,Río de los Sauces,--,,--,SI,,--
CORDOBA,,,SI,,,SI,,--
CORDOBA,Calamuchita,San Ignacio (Loteo San Javier),,--,--,,SI,--
,Calamuchita,San Ignacio (Loteo Vélez Crespo),--,--,--,SI,--,
CORDOBA,,Santa Monica,--,,--,--,,--
CORDOBA,Calamuchita,,SI,--,,SI,SI,--
,Calamuchita,Segunda Usina,--,--,--,,--,
CORDOBA,Calamuchita,Solar de los Molinos,,--,--,,SI,
,Calamuchita,Villa Alpina,,--,--,,--,--
,Calamuchita,Villa Amancay,--,--,--,SI,SI,--
CORDOBA,,,SI,,,SI,,
CORDOBA,,Villa Ciudad Parque Los Reartes,--,,--,SI,,--
,Calamuchita,Villa Ciudad Parque Los Reartes (1a. Sección),--,--,--,--,SI,--
,Calamuchita,Villa Ciudad Parque Los Reartes (3a. Sección),,--,--,,--,--
CORDOBA,San Justo,Devoto,,--,SI,,SI,--
,San Justo,El Arañado,,--,--,,SI,
CORDOBA,San Justo,,--,--,,SI,SI,--
CORDOBA,,,--,,,SI,,--
CORDOBA,,El Tío,SI,,SI,SI,,
CORDOBA,San Justo,,--,--,,SI,,
,San Justo,Freyre,SI,--,SI,SI,SI,--
,San Justo,La Francia,,--,SI,,SI,--
CORDOBA,,,SI,,,SI,,--
CORDOBA,,La Tordilla,SI,,--,SI,,
,San Justo,Las Varas,,--,SI,,SI,--
JUJUY,Ledesma,Libertador General San Martín (Est. Ledesma),,--,SI,,SI,SI
JUJUY,,,--,,,--,,--
JUJUY,Ledesma,,--,--,,--,--,
JUJUY,Ledesma,,--,,,SI,--,--
JUJUY,,Yuto,--,,--,SI,,SI
JUJUY,Palpalá,Carahunco,,--,--,,SI,
,Palpalá,Centro Forestal,SI,--,--,--,SI,--
JUJUY,,Mina 9 de Octubre,--,,--,--,,--
JUJUY,,,SI,,,SI,,SI
JUJUY,,Rio Blanco,--,,--,SI,,
JUJUY,,,--,--,,--,--,--
,Rinconada,Coyaguaima,--,--,SI,--,--,--
JUJUY,Rinconada,Lagunillas de Farallón,,--,SI,,--,--
JUJUY,Rinconada,Liviara,,--,--,,--,SI
,Rinconada,Loma Blanca,,--,--,,--,
JUJUY,Rinconada,,--,--,,--,SI,SI
JUJUY,,,--,,,--,,--
,Rinconada,Rinconada,--,--,--,--,--,
JUJUY,San Antonio,El Ceibal,,--,SI,,--,
JUJUY,San Antonio,,--,--,,--,--,--
JUJUY,,Puesto Viejo,--,,--,SI,,SI
,El Carmen,San Isidro,,--,--,,--,
,El Carmen,San Juancito,--,--,--,SI,--,
,Humahuaca,Aparzo,,--,--,,--,--
JUJUY,Humahuaca,Cianzo,,--,--,,--,--
JUJUY,,,--,,,--,,
JUJUY,Humahuaca,,--,--,,SI,SI,
JUJUY,Humahuaca,Hipólito Yrigoyen (Est. Iturbe),,--,SI,,--,--
,Humahuaca,Humahuaca,SI,--,--,,SI,SI
,Humahuaca,Palca de Aparzo,,--,--,,--,
JUJUY,Humahuaca,Palca de Varas,,--,--,,--,
JUJUY,,,--,,,--,,--
JUJUY,Humahuaca,,--,--,,SI,--,--
JUJUY,Humahuaca,,SI,,,--,SI,
JUJUY,,Bananal,--,,--,--,,--
JUJUY,Ledesma,Bermejito,,--,--,,--,--
,Ledesma,Caimancito,SI,--,--,SI,SI,SI
JUJUY,,Calilegua,--,,--,SI,,SI
JUJUY,,,--,,,SI,,
JUJUY,Ledesma,Fraile Pintado,,--,--,,SI,SI
,Ledesma,Libertad,,--,--,,--,--
CORRIENTES,Capital,,--,--,,SI,SI,SI
CORRIENTES,,,--,,,SI,,
CORRIENTES,,San Cayetano,--,,--,--,,SI
CORRIENTES,Concepción,,--,--,,SI,,SI
,Concepción,Santa Rosa,--,--,--,SI,SI,
,Concepción,Tabay,,--,--,,SI,SI
CORRIENTES,,,--,,,SI,,SI
CORRIENTES,,Cazadores Correntinos,--,,--,SI,,SI
CORRIENTES,,Curuzú Cuatiá,SI,,SI,SI,,SI
CORRIENTES,Curuzú Cuatiá,,--,--,,SI,SI,
,Empedrado,El Sombrero,SI,--,--,,SI,SI
CORRIENTES,Empedrado,Empedrado,,--,--,,SI,SI
,Marcos Juárez,Monte Buey,,--,--,,SI,
,Marcos Juárez,Noetinger,--,--,--,--,--,--
CORDOBA,,,SI,,,--,,--
CORDOBA,,Saladillo,--,,--,--,,--
,Marcos Juárez,Villa Elisa,SI,SI,--,--,SI,
,Minas,Ciénaga del Coro,,--,SI,,SI,
CORDOBA,Minas,,--,--,,--,--,--
CORDOBA,,Estancia de Guadalupe,--,,,--,,--
CORDOBA,Minas,Guasapampa,,--,--,,--,--
,Minas,La Playa,--,--,--,--,--,
,Minas,San Carlos Minas,SI,--,SI,SI,SI,--
,Minas,Talaini,,--,--,,--,--
CORDOBA,,Tosno,--,,--,--,,
CORDOBA,,,--,,,SI,,
CORDOBA,Pocho,Las Palmas,,--,--,,--,--
,Pocho,Los Talares,--,--,--,--,--,--
CORDOBA,Pocho,Salsacate,,--,SI,,SI,
,Pocho,San Gerónimo,--,--,--,--,--,
CORDOBA,Pocho,,--,--,,SI,SI,--
CORRIENTES,,,SI,,SI,SI,,SI
CORRIENTES,,Pueblo Libertador,--,,--,SI,,SI
CORRIENTES,,,SI,,,SI,,
,General Alvear,Estación Torrent,--,--,--,SI,--,SI
,General Paz,Itá Ibaté,,--,--,,SI,SI
CORRIENTES,General Paz,,--,,,SI,--,
CORRIENTES,,Nuestra Señora del Rosario de Caá Catí,--,,--,SI,,--
,General Paz,Palmar Grande,,--,--,--,--,SI
CORRIENTES,Goya,Colonia Carolina,,--,--,,SI,SI
CORRIENTES,,Goya,SI,,SI,SI,,
CORRIENTES,ItatÍ,,SI,--,,SI,SI,SI
CORRIENTES,,,--,,,SI,,--
CORDOBA,,General Levalle,SI,,SI,SI,,--
,Presidente Roque Sáenz Peña,La Cesira,,--,SI,,SI,SI
,Presidente Roque Sáenz Peña,Laboulaye,SI,--,SI,SI,SI,
CORDOBA,,Leguizamón,--,,SI,--,,--
CORDOBA,Presidente Roque Sáenz Peña,,--,--,,SI,,--
CORDOBA,Presidente Roque Sáenz Peña,,--,--,,SI,SI,
CORDOBA,,,--,,,SI,,--
CORDOBA,Presidente Roque Sáenz Peña,San Joaquín,,--,--,,SI,--
,Presidente Roque Sáenz Peña,Serrano,,--,--,,SI,SI
,Presidente Roque Sáenz Peña,Villa Rossi,--,--,--,SI,SI,--
,Punilla,Barrio Santa Isabel,,--,--,,--,
CORDOBA,,Bialet Massé,SI,,SI,SI,,--
CORDOBA,Punilla,,--,--,,--,,--
,Tulumba,Lucio V. Mansilla,,--,--,,SI,
,Tulumba,Rosario del Saladillo,--,--,SI,--,--,
CORDOBA,,,SI,,,SI,,SI
CORDOBA,Tulumba,,--,--,,SI,--,--
,Tulumba,San Pedro Norte,,--,--,,--,
CORDOBA,Tulumba,Villa Tulumba,,--,SI,,SI,--
CORDOBA,Unión,Aldea Santa María,,--,--,,--,--
,Unión,Alto Alegre,SI,--,SI,SI,SI,--
CORDOBA,,,--,,,SI,--,
CORDOBA,,Ballesteros,SI,,SI,SI,,
,Unión,Ballesteros Sur,--,--,SI,--,SI,--
,Unión,Bell Ville,,--,SI,,SI,--
,Unión,Benjamín Gould,--,--,--,SI,SI,--
CORRIENTES,Ituzaingó,Colonia Liebig's,,--,--,,SI,
CORRIENTES,,Ituzaingó,SI,,--,SI,,SI
CORRIENTES,Ituzaingó,,--,,,SI,--,--
CORRIENTES,Ituzaingó,,--,--,,SI,SI,
CORRIENTES,,,--,,,SI,,
CORRIENTES,Lavalle,Cruz de los Milagros,,--,--,,--,--
,Lavalle,Gobernador Juan E. Martínez,,--,SI,,SI,SI
CORRIENTES,,,--,,--,SI,,SI
CORRIENTES,Lavalle,,SI,--,,SI,SI,
CORRIENTES,Lavalle,Villa Córdoba,,--,--,,--,--
,Lavalle,Yatayti Calle,--,--,--,SI,--,--
CORRIENTES,Mburucuyá,,--,--,,SI,,SI
CORRIENTES,,Felipe Yofré,--,,--,SI,,
CORRIENTES,,,--,,,SI,,SI
Buenos Aires,Mercedes,,SI,--,,SI,SI,SI
,Monte Caseros,Colonia Libertad,,--,--,,--,
CORRIENTES,Monte Caseros,Estación Libertad,,--,--,,--,--
CORRIENTES,Monte Caseros,,--,--,,SI,SI,SI
CORRIENTES,,Mocoretá,SI,,SI,SI,,SI
CORRIENTES,,Monte Caseros,SI,,SI,SI,,SI
CORRIENTES,Monte Caseros,,--,--,,--,,
,Monte Caseros,Parada Labougle,--,--,--,--,--,--
CORRIENTES,Paso de los Libres,Bonpland,,--,--,,--,SI
CORRIENTES,Paso de los Libres,Parada Pucheta,,--,--,,--,
,Paso de los Libres,Paso de los Libres,,--,SI,,SI,SI
CORRIENTES,Paso de los Libres,,--,--,,SI,--,--
ENTRE RIOS,,,--,,,SI,,--
,Federación,San Ramón,,--,--,,--,
ENTRE RIOS,Federación,Santa Ana,,--,SI,,SI,
ENTRE RIOS,,,--,,,--,SI,--
ENTRE RIOS,,Conscripto Bernardi,--,,--,SI,,--
ENTRE RIOS,Federal,El Cimarrón,,--,--,,SI,
,Federal,Federal,SI,--,SI,SI,SI,
,Federal,Nueva Vizcaya,,--,--,,--,--
ENTRE RIOS,Federal,Sauce de Luna,,--,SI,,SI,SI
ENTRE RIOS,,,--,,,SI,,
ENTRE RIOS,Feliciano,,SI,--,,SI,SI,
ENTRE RIOS,Gualeguay,Aldea Asunción,,--,--,,SI,--
,Gualeguay,Estación Lazo,--,--,--,SI,SI,--
,Gualeguay,General Galarza,SI,--,--,SI,SI,
,Islas del Ibicuy,Villa Paranacito,,--,--,,SI,
ENTRE RIOS,,Bovril,--,,SI,SI,,--
ENTRE RIOS,,,--,,,SI,,--
ENTRE RIOS,La Paz,,--,--,,SI,SI,
ENTRE RIOS,,La Paz,SI,,,SI,,
ENTRE RIOS,La Paz,Piedras Blancas,,--,SI,,SI,--
,La Paz,Pueblo Arrúa (Est. Alcaraz),--,--,--,SI,SI,SI
ENTRE RIOS,,,--,,,SI,,--
ENTRE RIOS,La Paz,,SI,--,,SI,SI,
,La Paz,Sir Leonard,,--,--,,--,--
,Nogoyá,Aranguren,--,--,--,SI,SI,SI
ENTRE RIOS,,,--,,,--,,--
ENTRE RIOS,,Don Cristóbal,--,,--,--,,
ENTRE RIOS,,Febré,--,,--,--,,--
CABA,COMUNA 15,,SI,SI,,SI,SI,SI
,Calamuchita,Villa del Dique,SI,--,SI,,--,
CORDOBA,Calamuchita,Villa El Tala,,--,--,,--,--
CORDOBA,Calamuchita,,--,--,,SI,SI,SI
CORDOBA,,,--,,,--,,--
CORDOBA,,,--,,,--,,
CORDOBA,,Villa Rumipal,--,,SI,SI,,--
,COMUNA 15,CHACARITA,,SI,SI,,SI,SI
,Río Seco,Villa de María,--,--,--,SI,SI,--
,Río Segundo,Calchín,,--,--,SI,SI,--
CORDOBA,Río Segundo,Calchín Oeste,,--,--,,SI,
CORDOBA,,Capilla del Carmen,--,,--,SI,,--
CORDOBA,Río Segundo,,--,--,,SI,SI,SI
CABA,COMUNA 15,PARQUE CHAS,,SI,SI,,SI,
,Unión,Canals,,--,SI,,SI,
CORDOBA,,Chilibroste,SI,,SI,--,,--
CORDOBA,,,SI,,,--,,SI
,Unión,Colonia Bismarck,--,--,--,--,SI,
,Unión,Colonia Bremen,,--,--,,--,
CORDOBA,Calamuchita,Villa San Miguel,,--,--,,--,--
,Calamuchita,Villa Yacanto,--,--,--,SI,SI,--
CORDOBA,Capital,,SI,SI,,SI,SI,
CORDOBA,,,--,,--,SI,,
,Capital,La Floresta,,--,--,,--,--
CORDOBA,Colón,1 De Agosto,,--,--,,--,--
CORDOBA,Colón,Agua de Oro,,--,SI,,--,
,Colón,Almirante Brown,--,--,--,--,--,
CORDOBA,,,SI,--,,SI,SI,--
CORDOBA,,Barrio Nuevo Río Ceballos,--,,--,--,,--
CORDOBA,,,--,,,--,,
CORDOBA,Colón,,--,--,,--,--,
,Colón,Ciudad De Los Niños,,--,--,,--,--
CORDOBA,Río Segundo,Colazo,,--,SI,,SI,SI
CORDOBA,Río Segundo,,--,--,,--,--,
CORDOBA,,,SI,,,SI,,--
,Río Segundo,Impira,--,--,--,--,--,--
,Río Segundo,Laguna Larga,,--,SI,,SI,--
CORDOBA,,Las Junturas,SI,,SI,SI,,
CORDOBA,Río Segundo,,SI,--,,SI,SI,--
CORDOBA,Río Segundo,,SI,--,,SI,SI,--
CORDOBA,,,SI,,,SI,,--
CORDOBA,Río Segundo,Matorrales,,--,--,,SI,--
,COMUNA 11,VILLA GENERAL MITRE,,SI,SI,,SI,
CORDOBA,,Colonia Caroya,SI,,SI,SI,,--
CORDOBA,Colón,,--,--,,SI,SI,--
CORDOBA,,,--,,,--,,--
CORDOBA,Colón,,--,--,,--,--,
,Colón,Country Chacras de la Villa - Country San Isidro,,--,--,,--,--
CORDOBA,Colón,Dumesnil,,--,SI,,--,--
CORDOBA,Colón,El Diquecito,,--,--,,--,
,COMUNA 11,VILLA SANTA RITA,SI,SI,SI,SI,SI,SI
CORDOBA,Río Segundo,,SI,--,,SI,,--
CORDOBA,,Pilar,SI,,SI,SI,,SI
,Río Segundo,Pozo del Molle,--,--,--,SI,SI,
,Colón,El Manzano,,--,--,,--,
CORDOBA,Colón,,--,--,,--,--,--
CORDOBA,,,--,,,--,,--
CORDOBA,Colón,General Paz,,--,--,,SI,
,Colón,Jesús María,,--,SI,,SI,
,Colón,La Calera,SI,--,SI,SI,SI,SI
CORDOBA,Colón,La Granja,,--,SI,,SI,--
CORDOBA,,La Morada,--,,--,SI,,
CORDOBA,Colón,,--,,,--,--,--
,Colón,Las Corzuelas,,--,--,,--,--
,Colón,Los Chañaritos,--,--,--,--,--,--
,Colón,Los Molles,,--,--,,--,
,Colón,Malvinas Argentinas,SI,--,SI,SI,SI,
CORDOBA,,,--,,,SI,,SI
CORDOBA,,Arias,SI,,--,SI,,--
CORDOBA,,,SI,,,SI,,
CORDOBA,Marcos Juárez,,--,--,,--,SI,--
,Marcos Juárez,Cavanagh,--,--,--,SI,SI,--
CORDOBA,Marcos Juárez,Colonia Barge,,--,--,,--,--
CORDOBA,Marcos Juárez,,--,--,,--,--,--
CORDOBA,,,--,,,--,,
,Marcos Juárez,Corral de Bustos,SI,--,SI,SI,SI,--
,Marcos Juárez,Cruz Alta,,--,SI,,SI,SI
CORDOBA,,General Baldissera,SI,,--,SI,,SI
CORDOBA,,,SI,,,SI,,
CORDOBA,Juárez Celman,,--,--,,SI,SI,--
CORDOBA,,El Rastreador,--,,--,--,,--
CORDOBA,Juárez Celman,General Cabrera,,--,--,,SI,
,Juárez Celman,General Deheza,,--,SI,,SI,--
CORDOBA,,,--,,,SI,,--
CORDOBA,Juárez Celman,,SI,--,,SI,SI,--
CORDOBA,Juárez Celman,,SI,--,,SI,,--
CORDOBA,,Olaeta,--,,--,SI,,
CORDOBA,Juárez Celman,Pacheco de Melo,,--,--,,--,--
,Juárez Celman,Paso del Durazno,--,--,--,--,--,--
,Juárez Celman,Santa Eufemia,,--,--,,SI,
CORDOBA,Juárez Celman,Ucacha,,--,SI,,SI,--
CORDOBA,,,--,,,SI,,--
CORDOBA,Río Segundo,,--,--,,SI,SI,--
CORDOBA,Río Segundo,Río Segundo,,--,SI,,SI,
,Río Segundo,Santiago Temple,,--,--,SI,SI,
CORDOBA,,Villa del Rosario,SI,,SI,SI,,--
CORDOBA,San Alberto,,--,,,SI,SI,--
,San Alberto,Arroyo Los Patos,--,--,SI,SI,--,--
CORDOBA,San Alberto,El Huayco,,--,--,,SI,
CORDOBA,San Alberto,La Cortadera,,--,SI,,--,--
,San Alberto,Las Calles,,--,SI,,SI,--
CORDOBA,San Alberto,,--,--,,--,--,
CORDOBA,,,--,,,--,,
,San Alberto,Los Callejones,--,--,--,--,--,--
CORDOBA,San Alberto,Mina Clavero,,--,SI,,SI,--
,San Alberto,Mussi,--,--,--,--,--,
CORDOBA,Unión,Idiazabal,,--,SI,,SI,
CORDOBA,,Justiniano Posse,--,,SI,SI,,--
CORDOBA,,,SI,--,,SI,SI,--
CORDOBA,Unión,,--,--,,SI,SI,--
CORDOBA,,,SI,,,SI,,
CORDOBA,Unión,Morrison,,--,SI,,SI,--
,Unión,Noetinger,,--,SI,,SI,--
CORDOBA,,Ordóñez,SI,,,SI,,
CORDOBA,Unión,,SI,--,,SI,SI,--
,Unión,Pueblo Italiano,,--,--,,SI,SI
,Unión,Ramón J. Cárcano,--,--,--,--,--,--
CABA,COMUNA 08,,SI,SI,,SI,SI,
CORDOBA,,Mendiolaza,SI,,SI,SI,,--
CORDOBA,,,--,,,--,,--
CORDOBA,Colón,,--,--,,SI,--,--
,Colón,Río Ceballos,,--,SI,,SI,SI
CABA,COMUNA 08,VILLA SOLDATI,,SI,SI,,SI,
CORDOBA,San Alberto,,SI,--,,SI,SI,--
CORDOBA,,Panaholma,--,,--,SI,,--
CORDOBA,,San Huberto,--,,SI,--,,
CORDOBA,,,--,,,SI,,--
,San Alberto,San Martín,--,--,--,--,--,--
,San Alberto,San Pedro,,--,SI,,--,--
CORDOBA,San Alberto,San Vicente,,--,SI,,SI,--
,San Alberto,Sauce Arriba,,--,--,,--,
CORDOBA,San Alberto,,--,--,,--,--,--
CABA,,FLORES,SI,,SI,SI,,SI
,Unión,San Antonio de Litín,,--,SI,,SI,
CORDOBA,Unión,San Marcos,,--,SI,,SI,
CORDOBA,,,--,,,SI,,--
CORDOBA,,Viamonte,SI,,--,SI,,--
,Unión,Villa Los Patos,,--,--,,--,
,Unión,Wenceslao Escalante,SI,--,--,SI,SI,SI
,COMUNA 01,SAN NICOLAS,SI,SI,SI,SI,SI,SI
ENTRE RIOS,Gualeguay,Gualeguay,,--,SI,,SI,SI
ENTRE RIOS,,,--,,--,--,,
ENTRE RIOS,Gualeguaychú,,--,--,,SI,SI,
ENTRE RIOS,Gualeguaychú,Aldea San Juan,,--,--,,--,--
,Gualeguaychú,Enrique Carbó,,--,--,,SI,--
ENTRE RIOS,Gualeguaychú,Estación Escriña,,--,--,,--,
,Gualeguaychú,Faustino M. Parera,SI,--,--,SI,SI,
CABA,COMUNA 02,,SI,SI,,SI,SI,SI
FORMOSA,,Subteniente Perín,--,,,SI,,SI
FORMOSA,,Villa General Güemes,--,,SI,SI,,
FORMOSA,,,--,,,SI,,
,Pilagás,Buena Vista,--,--,SI,SI,SI,--
,Pilagás,El Espinillo,,--,--,,SI,SI
FORMOSA,,,--,--,,--,--,--
CABA,,PARQUE CHACABUCO,SI,,SI,SI,,
,Pilagás,Misión Tacaagle,--,--,--,,SI,SI
FORMOSA,Pilagás,Portón Negro,,--,--,,--,--
FORMOSA,,Tres Lagunas,SI,,--,SI,,--
FORMOSA,Pilcomayo,,SI,--,,SI,SI,
FORMOSA,,,SI,,,SI,,--
CABA,,VILLA LUGANO,SI,,SI,SI,,SI
,Gualeguaychú,Pueblo General Belgrano,,--,--,,SI,
,Gualeguaychú,Urdinarrain,SI,--,--,SI,SI,--
ENTRE RIOS,,Arroyo Martínez,--,,--,SI,,--
ENTRE RIOS,Islas del Ibicuy,,--,--,,SI,SI,--
ENTRE RIOS,Islas del Ibicuy,,--,--,,SI,SI,--
ENTRE RIOS,,Médanos,--,,--,SI,,
ENTRE RIOS,Islas del Ibicuy,Ñancay,,--,--,,--,--
,Colón,Saldán,,--,SI,,SI,--
,Colón,Salsipuedes,SI,--,SI,SI,SI,
,Colón,Santa Elena,,--,--,,--,--
CORDOBA,,Tinoco,--,,--,--,,--
CORDOBA,,,SI,,,SI,,--
,Colón,Villa Allende,,--,SI,,SI,
,Colón,Villa Cerro Azul,SI,--,--,--,--,
CORDOBA,,Villa Corazon De Maria,--,,,--,,--
CORDOBA,Colón,,SI,--,,--,SI,SI
,Colón,Villa Los Llanos - Juárez Celman,SI,--,SI,SI,SI,--
CORDOBA,Colón,Villa Pastora,,--,--,,--,
,Cruz del Eje,Alto de los Quebrachos,,--,--,,--,--
,Cruz del Eje,Bañado de Soto,--,--,--,--,--,--
CABA,,,SI,,,SI,,
CORDOBA,,Villa de Soto,SI,,SI,SI,,
,General Roca,Del Campillo,SI,--,--,SI,SI,SI
CORDOBA,General Roca,Estación Lecueder,,--,--,,--,--
CORDOBA,General Roca,Hipólito Bouchard,,--,--,,SI,
,General Roca,Huinca Renancó,,SI,SI,,SI,
CORDOBA,General Roca,,--,--,,SI,SI,--
CORDOBA,,,--,,,SI,,--
CORDOBA,,Nicolás Bruzzone,--,,--,--,,
CORDOBA,General Roca,,--,,,--,SI,--
,General Roca,Pincén,--,--,--,--,SI,--
CORDOBA,General Roca,Ranqueles,,--,--,,--,--
CORDOBA,,,--,,,SI,,--
CORDOBA,,Villa Huidobro,--,,SI,SI,,
,General Roca,Villa Sarmiento,,--,--,,--,--
CORDOBA,General Roca,Villa Valeria,,--,--,,SI,SI
CORDOBA,,,SI,,,SI,,--
CORDOBA,General San Martín,,SI,--,,SI,SI,
CORDOBA,General San Martín,,--,--,,SI,,--
CORDOBA,,Villa Cura Brochero,--,,SI,SI,,--
CORDOBA,San Alberto,Villa Sarmiento,,--,--,,--,
,San Javier,Conlara,--,--,--,--,--,--
CORDOBA,,Cruz Caña,--,,--,--,,--
CORDOBA,,,--,,,--,,--
CORDOBA,,,--,,,--,,
CORDOBA,San Javier,,--,--,,--,--,--
,San Javier,El Valle,,--,--,,--,--
CORDOBA,San Javier,La Paz,,--,--,,SI,SI
,San Javier,La Población,,--,--,,--,--
,San Javier,La Ramada,--,--,--,--,--,
CORDOBA,San Javier,,--,--,,--,--,--
CORDOBA,,Las Chacras,--,,SI,--,,--
,San Javier,Las Tapias,--,--,--,SI,--,
,San Javier,Loma Bola,,--,--,,--,
CORDOBA,San Javier,,--,--,,SI,SI,--
CORDOBA,,,SI,,,SI,,--
CORDOBA,San Javier,Los Molles,,--,--,,--,
,San Javier,Los Romeros,,--,--,,--,--
,COMUNA 10,VILLA REAL,SI,SI,SI,SI,SI,SI
CORDOBA,General San Martín,Chazón,,--,--,,SI,--
CORDOBA,,Etruria,SI,,--,SI,,
CORDOBA,,,SI,--,,SI,SI,
,General San Martín,La Palestina,,--,--,,SI,--
,General San Martín,La Playosa,SI,--,--,SI,--,SI
,General San Martín,Las Mojarras,--,--,--,SI,--,
CORDOBA,General San Martín,Luca,,--,--,,SI,
CABA,,,SI,,,SI,,SI
CORDOBA,San Javier,,--,--,,SI,SI,--
CORDOBA,,,--,,,--,,--
CORDOBA,,Quebrada de los Pozos,--,,--,--,,
,San Javier,San Javier y Yacanto,,--,--,,SI,--
,San Javier,San José,--,--,--,SI,SI,--
CORDOBA,,Villa de las Rosas,--,,--,SI,,
CABA,,,SI,,,SI,SI,SI
ENTRE RIOS,Gualeguaychú,General Almada,,--,--,,SI,--
,Gualeguaychú,Gilbert,,--,--,SI,SI,--
ENTRE RIOS,Gualeguaychú,,SI,SI,,SI,SI,
ENTRE RIOS,,Irazusta,--,,--,--,,--
ENTRE RIOS,,Larroque,SI,,SI,SI,,--
ENTRE RIOS,,,--,,,--,,--
Buenos Aires,General Viamonte,Los Toldos,SI,SI,SI,SI,SI,--
Buenos Aires,General Viamonte,San Emilio,,--,--,,--,
Buenos Aires,General Viamonte,,--,--,,--,,--
BUENOS AIRES,,Banderaló,--,,--,SI,,SI
BUENOS AIRES,,,--,,,SI,,--
BUENOS AIRES,,Coronel Charlone,SI,,SI,SI,,
,General Villegas,Emilio V. Bunge,,--,--,,SI,SI
,General Villegas,General Villegas (Est. Villegas),SI,--,SI,SI,SI,SI
,General Villegas,Massey (Est. Elordi),--,--,--,,--,
BUENOS AIRES,General Villegas,Pichincha,,--,--,,--,SI
BUENOS AIRES,,Piedritas,SI,,SI,SI,,SI
BUENOS AIRES,General Villegas,,--,--,,SI,SI,--
BUENOS AIRES,General Villegas,Santa Regina,,--,--,,SI,
,José C. Paz,Tortuguitas,,--,--,,--,
BUENOS AIRES,,Agustín Roca,--,,SI,SI,,--
BUENOS AIRES,,,--,,,SI,,--
,Junín,Balneario Laguna de Gómez,--,--,--,SI,--,
,Junín,Fortín Tiburcio,,--,--,,SI,
BUENOS AIRES,Junín,Junín,,SI,SI,,SI,SI
,Junín,Laplacette,--,--,SI,--,--,--
BUENOS AIRES,Junín,,--,--,,SI,SI,
BUENOS AIRES,,Paraje La Agraria,--,,,--,,--
,Junín,Saforcada,,--,--,,SI,--
BUENOS AIRES,La Costa,Aguas Verdes,,--,SI,,--,--
CABA,COMUNA 15,PATERNAL,,SI,SI,,SI,
,Bella Vista,Bella Vista,,--,--,,SI,SI
CORRIENTES,Berón de Astrada,,--,--,,SI,SI,SI
CORRIENTES,,,--,,,SI,,--
CORRIENTES,,Barrio Esperanza,--,,--,SI,,
CORRIENTES,,,SI,SI,,SI,SI,
,Morón,Haedo,SI,SI,SI,SI,SI,--
BUENOS AIRES,Morón,Moron,,SI,SI,,SI,SI
